time,open,high,low,close,tick_volume,spread,symbol,timeframe,atr,rsi,vwap_dist,hour,dow,session,swing_high,swing_low,is_swing_high,is_swing_low,fvg_bullish,fvg_bearish,near_fvg_bull,near_fvg_bear,label
2021-01-01 05:45:00+00:00,1898.4905380721525,1900.3262661208516,1896.353181702301,1897.7178906618085,6221,14,XAUUSD,M15,5.4601808975267785,66.70842431766037,0.5947138424604347,5,4,1,1900.3760007423052,1891.3329336161753,0,0,,7.037273272478387,0,0,1
2021-01-01 06:00:00+00:00,1897.7178906618085,1896.6420055210272,1892.4548370990992,1895.5762515509928,1033,14,XAUUSD,M15,5.382590522035506,59.675092330077184,0.20481226172329203,6,4,1,1900.3760007423052,1892.4548370990992,0,0,,7.858826026352062,0,1,1
2021-01-01 06:15:00+00:00,1895.5762515509928,1900.3760007423052,1892.4674400944996,1893.8155837985516,3010,18,XAUUSD,M15,5.442749013260319,52.95945518239736,-0.12522359444323597,6,4,1,1900.3760007423052,1892.4548370990992,0,0,,0.8951167022623849,0,1,1
2021-01-01 06:30:00+00:00,1893.8155837985516,1896.7790511680032,1895.7468888187648,1896.4771297263185,4132,15,XAUUSD,M15,5.3308660298958035,55.613075751495956,0.36149303837519636,6,4,1,1902.4298699724889,1892.4548370990992,0,0,,6.050394783965203,0,1,1
2021-01-01 06:45:00+00:00,1896.4771297263185,1898.7296480259645,1894.32560595834,1898.3043500481388,2936,17,XAUUSD,M15,4.943848660381231,51.106901263599525,0.7489620485846149,6,4,1,1907.2378804411169,1892.4674400944996,0,0,1.8048972460007917,,0,1,1
2021-01-01 07:00:00+00:00,1898.3043500481388,1902.4298699724889,1898.583948414004,1900.3680131061187,6209,16,XAUUSD,M15,5.008780535787245,50.74736792698565,1.103670166538677,7,4,1,1916.1350220276695,1894.32560595834,0,0,2.502279904345869,,0,0,1
2021-01-01 07:15:00+00:00,1900.3680131061187,1907.2378804411169,1901.2319279303103,1902.5221181211584,6538,18,XAUUSD,M15,5.066372255998577,59.98098393950404,1.4447508215751335,7,4,1,1916.1350220276695,1894.32560595834,0,0,9.998981262134294,,0,0,1
2021-01-01 07:30:00+00:00,1902.5221181211584,1916.1350220276695,1912.4288512346232,1913.2303561255103,2527,10,XAUUSD,M15,5.740250745604499,68.0493622404997,3.0896120559842233,7,4,1,1916.1350220276695,1898.583948414004,0,0,2.461608127305908,,0,0,-1
2021-01-01 07:45:00+00:00,1913.2303561255103,1913.2497792810816,1909.6994885684228,1911.1982810435873,2114,13,XAUUSD,M15,5.489940410517339,72.61127807343114,2.8229846902135973,7,4,1,1916.1350220276695,1899.3489186662523,0,0,,8.875410344303873,0,0,-1
2021-01-01 08:00:00+00:00,1911.1982810435873,1911.7671763074763,1907.2596116833656,1908.6370673982296,6898,17,XAUUSD,M15,5.285574858895269,64.83282703079104,2.344187203657146,8,4,2,1916.1350220276695,1899.3489186662523,0,0,,13.900860614829298,0,1,-1
2021-01-01 08:15:00+00:00,1908.6370673982296,1904.7000071970008,1899.3489186662523,1904.5682037569904,5228,11,XAUUSD,M15,5.7559140886747695,59.1002171755781,1.411523016240604,8,4,2,1916.9710724207391,1899.3489186662523,0,0,,5.98872250622594,0,1,1
2021-01-01 08:30:00+00:00,1904.5682037569904,1910.182842955125,1905.7784538012504,1907.6481008698677,3385,14,XAUUSD,M15,5.974640498307427,63.08252400755521,1.839238258565241,8,4,2,1916.9710724207391,1899.3489186662523,0,0,4.544395777884347,,0,1,1
2021-01-01 08:45:00+00:00,1907.6481008698677,1916.9710724207391,1909.2444029748851,1913.292962333472,3302,14,XAUUSD,M15,6.322742360182052,71.97459461689705,2.583545851609587,8,4,2,1916.9710724207391,1899.3489186662523,0,0,,0.0860004001060588,0,0,-1
2021-01-01 09:00:00+00:00,1913.292962333472,1914.505843958209,1910.0968425550188,1912.7232250451975,1352,18,XAUUSD,M15,6.1295082466388395,66.92498702836065,2.553476385188995,9,4,2,1916.9710724207391,1901.964219240387,0,0,,10.207759349933212,0,1,-1
2021-01-01 09:15:00+00:00,1912.7232250451975,1910.450349565635,1906.763313070806,1908.5224426603852,8685,19,XAUUSD,M15,6.271424500627485,61.87978940743173,1.7431423106280999,9,4,2,1916.9710724207391,1901.964219240387,0,0,,12.54162471782206,0,1,-1
2021-01-01 09:30:00+00:00,1908.5224426603852,1908.5285411629864,1901.964219240387,1904.400036581929,8575,11,XAUUSD,M15,6.36437224061964,59.29694823254011,1.0205774427510075,9,4,2,1914.505843958209,1901.964219240387,0,0,,3.0315011636946565,0,1,1
2021-01-01 09:45:00+00:00,1904.400036581929,1910.4633518164635,1907.4188484019403,1907.6530005210525,5990,12,XAUUSD,M15,6.232568996814556,64.13493650958583,1.5148910670872602,9,4,2,1916.14579073914,1901.964219240387,0,0,,0.29090704980922055,0,1,1
2021-01-01 10:00:00+00:00,1907.6530005210525,1911.3830992236428,1908.2376341131771,1911.3692713770697,4144,17,XAUUSD,M15,6.28732837775304,64.89145727187511,2.0549773782454466,10,4,2,1916.14579073914,1901.964219240387,0,0,,0.2274567802924139,0,1,1
2021-01-01 10:15:00+00:00,1911.3692713770697,1916.14579073914,1910.235895036171,1914.085042718596,2935,11,XAUUSD,M15,6.394889351706216,65.50445021872653,2.4128781921713545,10,4,2,1916.438894684996,1906.5651202588508,0,0,,1.886376296106846,0,1,-1
2021-01-01 10:30:00+00:00,1914.085042718596,1911.6976780113916,1909.496722927536,1910.757494182152,3767,14,XAUUSD,M15,6.427946485042639,59.96024732724473,1.8505606673626793,10,4,2,1917.819473702229,1906.5651202588508,0,0,,9.5806704802892,0,1,1
2021-01-01 10:45:00+00:00,1910.757494182152,1916.438894684996,1906.5651202588508,1911.918300797486,9338,19,XAUUSD,M15,6.642511277267431,59.18287621782654,1.8865367345144843,10,4,2,1917.819473702229,1906.5651202588508,0,0,,0.08688080961837841,0,1,1
2021-01-01 11:00:00+00:00,1911.918300797486,1917.819473702229,1911.6107972017733,1912.5017298431897,1799,19,XAUUSD,M15,6.113637891120626,49.11222445039686,2.1264333743155546,11,4,2,1920.211817040079,1906.5651202588508,0,0,,6.925019463167246,0,1,1
2021-01-01 11:15:00+00:00,1912.5017298431897,1917.0261414121935,1909.5138752218288,1913.5951728268344,8406,19,XAUUSD,M15,6.39663613952819,52.98879256592147,2.1265433279303583,11,4,2,1921.6935365502336,1906.5651202588508,0,0,,2.500102155373952,0,1,1
2021-01-01 11:30:00+00:00,1913.5951728268344,1920.211817040079,1915.319371546855,1917.9523167165755,3740,11,XAUUSD,M15,6.547284681609183,61.1176611871939,2.7008857953923733,11,4,2,1922.4723613844849,1909.5138752218288,0,0,,2.5523329311170073,0,1,-1
2021-01-01 11:45:00+00:00,1917.9523167165755,1921.6935365502336,1914.4738084810765,1919.0702944604488,3387,11,XAUUSD,M15,6.399540348550594,68.61961851436398,2.8986974959324985,11,4,2,1925.351525273756,1909.5138752218288,0,0,0.36553767897976286,,0,1,-1
2021-01-01 12:00:00+00:00,1919.0702944604488,1922.4723613844849,1920.5773547190588,1922.4648622758084,8287,11,XAUUSD,M15,6.241499471829278,68.87114838431302,3.404092471229715,12,4,2,1925.351525273756,1914.4738084810765,0,0,,0.19105950803759697,0,0,-1
2021-01-01 12:15:00+00:00,1922.4648622758084,1925.351525273756,1921.502477042196,1922.8027576232528,9649,17,XAUUSD,M15,5.8505049490213095,64.00528266388469,3.551200009886653,12,4,2,1927.775353486354,1914.4738084810765,0,0,1.520039532096007,,0,1,-1
2021-01-01 12:30:00+00:00,1922.8027576232528,1925.2963561374293,1923.992400916581,1924.2483546167027,9923,11,XAUUSD,M15,5.713690456948906,66.54644494406745,3.745972925845614,12,4,2,1927.775353486354,1917.1670415645672,0,0,1.5758885649609056,,0,0,-1
2021-01-01 12:45:00+00:00,1924.2483546167027,1927.775353486354,1926.9274138387168,1927.4047957458952,3409,14,XAUUSD,M15,5.539910949467461,77.94714117910384,4.378562938119019,12,4,2,1927.775353486354,1917.1670415645672,0,0,,8.129314572862086,0,0,-1
2021-01-01 13:00:00+00:00,1927.4047957458952,1922.8569018498983,1917.1670415645672,1920.1190166466172,6319,18,XAUUSD,M15,5.802298967948071,71.27312187444674,2.8596934249907227,13,4,4,1927.775353486354,1913.6596410715224,0,0,,9.281698895106956,0,1,-1
2021-01-01 13:15:00+00:00,1920.1190166466172,1920.3474417528337,1918.4936545912472,1918.520660564831,3633,14,XAUUSD,M15,5.501618391308933,65.39719982693668,2.6894461682304462,13,4,4,1927.775353486354,1912.92448826081,0,0,,9.197260778375949,0,1,-1
2021-01-01 13:30:00+00:00,1918.520660564831,1916.2467434150285,1913.6596410715224,1916.1687972933669,2741,19,XAUUSD,M15,5.582398447788803,57.07339241465632,2.2094408323964934,13,4,4,1922.8569018498983,1909.523132096914,0,0,,7.42295349202368,0,1,-1
2021-01-01 13:45:00+00:00,1916.1687972933669,1913.019029647881,1912.92448826081,1912.97440805215,4473,14,XAUUSD,M15,5.391999399902228,48.38595118409287,1.6691699118603283,13,4,4,1920.3474417528337,1909.523132096914,0,0,,6.723611318114536,0,1,-1
2021-01-01 14:00:00+00:00,1912.97440805215,1912.2806019151944,1909.523132096914,1911.5986967960168,1561,13,XAUUSD,M15,5.310781983057658,51.29601613475266,1.4285143896315846,14,4,4,1920.0479171307404,1909.523132096914,0,0,2.9355275528141647,,0,1,-1
2021-01-01 14:15:00+00:00,1911.5986967960168,1920.0479171307404,1915.9545572006953,1919.0734033521885,2483,19,XAUUSD,M15,5.209028119384682,59.22827030877199,2.8683613053865877,14,4,4,1920.0479171307404,1909.523132096914,0,0,0.43965940113866964,,0,0,-1
2021-01-01 14:30:00+00:00,1919.0734033521885,1914.9264183682935,1912.720261316333,1914.7442477737225,6359,15,XAUUSD,M15,5.219347086198939,52.63744796531056,1.9931175430406747,14,4,4,1920.0479171307404,1909.523132096914,0,0,,1.4431119650967048,0,0,-1
2021-01-01 14:45:00+00:00,1914.7442477737225,1919.6716582866432,1918.6048051656437,1919.5856395466797,7183,11,XAUUSD,M15,5.034714537810081,56.47464371350758,2.9591902035344693,14,4,4,1920.0479171307404,1907.4955977871823,0,0,,4.614133335591987,0,1,-1
2021-01-01 15:00:00+00:00,1919.5856395466797,1913.792359794937,1910.3122850327015,1911.1712906886007,3434,16,XAUUSD,M15,5.224479559291045,43.26185294500547,1.226348719715331,15,4,4,1919.6716582866432,1904.7837323092417,0,0,,12.176060499460846,0,1,-1
2021-01-01 15:15:00+00:00,1911.1712906886007,1911.501355313423,1907.4955977871823,1909.4968655386715,6016,17,XAUUSD,M15,4.9949102347970085,40.5911558769764,0.9296800191713037,15,4,4,1919.6716582866432,1904.7837323092417,0,0,,9.008627485695342,0,1,1
2021-01-01 15:30:00+00:00,1909.4968655386715,1912.7515938836125,1904.7837323092417,1910.3106308641968,7880,18,XAUUSD,M15,5.321038424106632,37.416371300852134,1.005641550301172,15,4,4,1917.5360766017577,1904.7837323092417,0,0,0.6903552983899317,,0,1,1
2021-01-01 15:45:00+00:00,1910.3106308641968,1913.7873261323612,1912.1917106118128,1913.2417425209933,9050,10,XAUUSD,M15,5.294441783864094,40.60564857767486,1.5231724389034085,15,4,4,1921.6598706276052,1904.7837323092417,0,0,1.8020130389070346,,0,0,1
2021-01-01 16:00:00+00:00,1913.2417425209933,1917.5360766017577,1914.5536069225195,1916.7978754199576,6116,11,XAUUSD,M15,5.42306575290609,42.970924808881925,2.106256014087757,16,4,3,1924.3187460852585,1904.7837323092417,0,0,5.254629266057691,,0,0,-1
2021-01-01 16:15:00+00:00,1916.7978754199576,1921.6598706276052,1919.0419553984188,1920.7646115959571,3167,16,XAUUSD,M15,5.518422634191536,43.82972807764675,2.7636388546535584,16,4,3,1924.3187460852585,1912.1917106118128,0,0,,0.4053644723621801,0,0,-1
2021-01-01 16:30:00+00:00,1920.7646115959571,1924.3187460852585,1917.1307121293955,1919.0209862347149,7413,17,XAUUSD,M15,5.300585475229744,48.86251522773367,2.4903862724414996,16,4,3,1924.3187460852585,1914.2394761372177,0,0,,7.42039449038748,0,1,-1
2021-01-01 16:45:00+00:00,1919.0209862347149,1918.936501808716,1914.2394761372177,1916.709227271392,2532,16,XAUUSD,M15,5.509708542080505,48.150810777101974,1.9623454685055344,16,4,3,1924.3187460852585,1914.148336978204,0,0,,3.7025691757294226,0,1,-1
2021-01-01 17:00:00+00:00,1916.709227271392,1922.6915825467083,1920.616176909529,1920.999106677678,2252,13,XAUUSD,M15,5.589803955081071,54.74330407694399,2.6842176664293214,17,4,3,1924.3187460852585,1911.7915784587888,0,0,,4.78816483051196,0,1,-1
2021-01-01 17:15:00+00:00,1920.999106677678,1923.0924932902124,1914.148336978204,1920.0425850532697,4227,17,XAUUSD,M15,5.996935903613315,57.25994547194595,2.317035940016409,17,4,3,1923.0924932902124,1907.657169118548,0,0,,10.90000408791957,0,1,-1
2021-01-01 17:30:00+00:00,1920.0425850532697,1914.8595657478704,1911.7915784587888,1913.66415343658,3959,15,XAUUSD,M15,6.339773806416523,51.923789155552626,1.1732260045618768,17,4,3,1923.0924932902124,1902.503327095602,0,0,,15.435324171664433,0,1,-1
2021-01-01 17:45:00+00:00,1913.66415343658,1908.1198263308977,1907.657169118548,1907.9977173665627,2314,19,XAUUSD,M15,6.1653283766528375,39.32437669045987,0.2856135810824341,17,4,3,1923.0924932902124,1901.5084700031096,0,0,,12.35623865226853,0,1,-1
2021-01-01 18:00:00+00:00,1907.9977173665627,1908.1849210367257,1902.503327095602,1903.4004559365544,1471,13,XAUUSD,M15,6.117360655600578,39.12217634104678,-0.4626577799913628,18,4,3,1914.8595657478704,1901.5084700031096,0,0,,6.611356327788144,0,1,-1
2021-01-01 18:15:00+00:00,1903.4004559365544,1906.5796051788077,1901.5084700031096,1905.8862596568235,9515,17,XAUUSD,M15,6.127626702941825,36.241800576505675,-0.04978646839102476,18,4,3,1910.1484278214264,1901.5084700031096,0,0,,4.392383626430728,0,1,-1
2021-01-01 18:30:00+00:00,1905.8862596568235,1909.69551304886,1903.792537410295,1906.5983883371764,7096,11,XAUUSD,M15,5.886885354698036,44.566937093848914,0.06757667423241205,18,4,3,1910.1484278214264,1901.5084700031096,0,0,,2.8061122339101985,0,1,-1
2021-01-01 18:45:00+00:00,1906.5983883371764,1910.1484278214264,1903.7734929448975,1910.0508151075153,7457,17,XAUUSD,M15,6.056112308290055,50.63146837814334,0.6301754156753064,18,4,3,1910.1484278214264,1901.5084700031096,0,0,,6.105645909469104,0,1,-1
2021-01-01 19:00:00+00:00,1910.0508151075153,1908.9530989515663,1903.589867139391,1907.9145518758328,1596,17,XAUUSD,M15,5.9484756221296005,47.34856194633161,0.2820545230491435,19,4,3,1913.954831366803,1903.589867139391,0,0,,5.2596425630999875,0,1,-1
2021-01-01 19:15:00+00:00,1907.9145518758328,1908.8821468047445,1904.8887852583264,1908.707250331216,8165,12,XAUUSD,M15,5.985380356290583,44.73298193592848,0.40851779164903473,19,4,3,1913.954831366803,1903.589867139391,0,0,1.9000570339492242,,0,1,-1
2021-01-01 19:30:00+00:00,1908.707250331216,1913.954831366803,1910.8531559855155,1911.8352023010527,4280,10,XAUUSD,M15,6.053469424492197,44.1777159535724,0.9103456634160908,19,4,3,1915.0324670977864,1903.589867139391,0,0,1.068535039996732,,0,0,-1
2021-01-01 19:45:00+00:00,1911.8352023010527,1912.0022986345843,1909.9506818447412,1910.2884696024516,7732,19,XAUUSD,M15,5.852728108934733,36.96929841903228,0.6632625957235904,19,4,3,1915.0324670977864,1904.8887852583264,0,0,,5.261460582808695,0,0,-1
2021-01-01 20:00:00+00:00,1910.2884696024516,1915.0324670977864,1908.6933707839944,1912.5723457902384,5413,10,XAUUSD,M15,5.792089705929665,42.08526019469471,1.0519035356639677,20,4,3,1915.0324670977864,1902.9664671560704,0,0,,3.2878324503055865,0,1,-1
2021-01-01 20:15:00+00:00,1912.5723457902384,1910.859156560848,1908.7144661842788,1909.2627160849056,3185,14,XAUUSD,M15,5.726116099391269,41.07903995335376,0.4819349127931001,20,4,3,1915.0324670977864,1902.9664671560704,0,0,,12.065999941715972,0,1,-1
2021-01-01 20:30:00+00:00,1909.2627160849056,1907.6967227928903,1902.9664671560704,1907.44744685208,3360,10,XAUUSD,M15,5.748537074642611,32.74176546218581,0.16491203174198937,20,4,3,1915.0324670977864,1898.1479429886135,0,0,,5.648939174249108,0,1,-1
2021-01-01 20:45:00+00:00,1907.44744685208,1906.090804345964,1905.210217386599,1905.5387573820883,2265,14,XAUUSD,M15,5.269470871319235,31.966513883848975,-0.18142722943723344,20,4,3,1910.859156560848,1897.599244908062,0,0,,9.548779804276819,0,1,-1
2021-01-01 21:00:00+00:00,1905.5387573820883,1901.3352463453211,1898.1479429886135,1899.5595591541432,8467,18,XAUUSD,M15,5.208028571247366,32.28705395504254,-1.3064127831141505,21,4,0,1907.6967227928903,1896.1966455377303,0,0,,8.49155943790197,0,1,-1
2021-01-01 21:15:00+00:00,1899.5595591541432,1905.2562508076248,1897.599244908062,1901.994421558071,4864,15,XAUUSD,M15,5.325887255642426,41.7949185258323,-0.8105632015548822,21,4,0,1906.090804345964,1896.1966455377303,0,0,,5.138600807590819,0,1,-1
2021-01-01 21:30:00+00:00,1901.994421558071,1902.087005700145,1896.1966455377303,1899.6474098570577,8020,12,XAUUSD,M15,5.340799128591779,44.534273008786876,-1.2244898183689867,21,4,0,1905.7042122910077,1896.1966455377303,0,0,,5.721579859497979,0,1,-1
2021-01-01 21:45:00+00:00,1899.6474098570577,1901.5447524297308,1899.5346709481269,1899.709880450696,8461,13,XAUUSD,M15,5.122152436156479,40.32194884161409,-1.2433103667672532,21,4,0,1909.422202102273,1896.1966455377303,0,0,,4.36522658832655,0,1,-1
2021-01-01 22:00:00+00:00,1899.709880450696,1905.7042122910077,1897.7217791118185,1902.1136137452256,2502,10,XAUUSD,M15,5.270685117629633,43.326389950581344,-0.7478764731969263,22,4,0,1909.422202102273,1896.1966455377303,0,0,0.4908529904655552,,0,1,-1
2021-01-01 22:15:00+00:00,1902.1136137452256,1909.422202102273,1902.0356054201964,1904.3462696253753,3974,15,XAUUSD,M15,5.3429466751687675,41.19153531764598,-0.3186376259937567,22,4,0,1909.422202102273,1897.7217791118185,0,0,,1.2248621641640511,0,0,-1
2021-01-01 22:30:00+00:00,1904.3462696253753,1908.4348689180435,1904.4793501268437,1907.673195170239,2117,10,XAUUSD,M15,5.173493198350473,49.64053552989982,0.3132871452717868,22,4,0,1909.422202102273,1897.7217791118185,0,0,,2.5707931688612007,0,1,-1
2021-01-01 22:45:00+00:00,1907.673195170239,1908.380273547821,1906.851408933412,1907.180767747692,1086,13,XAUUSD,M15,4.997457703206968,47.70601626571518,0.2251314576860481,22,4,0,1909.422202102273,1902.0356054201964,0,0,,3.88894015460437,0,1,-1
2021-01-01 23:00:00+00:00,1907.180767747692,1908.4147971500488,1904.5459287634392,1905.0642761874713,9878,10,XAUUSD,M15,4.8989782282800105,39.50568569946092,-0.20217118476075605,23,4,0,1908.4348689180435,1894.286396471932,0,0,,4.972631075577965,0,1,-1
2021-01-01 23:15:00+00:00,1905.0642761874713,1904.6686101054563,1903.407642472243,1904.6656851329392,6940,12,XAUUSD,M15,4.870765151521807,40.96359157018735,-0.27988703292361883,23,4,0,1908.4147971500488,1888.7964449998524,0,0,,14.128400678116805,0,1,-1
2021-01-01 23:30:00+00:00,1904.6656851329392,1897.5021329241815,1894.286396471932,1896.229012963149,5065,10,XAUUSD,M15,5.159350319180037,28.07125202955686,-1.879452350387576,23,4,0,1908.4147971500488,1879.7241715760813,0,0,,15.872165105603926,0,1,-1
2021-01-01 23:45:00+00:00,1896.229012963149,1889.6253448273696,1888.7964449998524,1888.9934506010336,2800,19,XAUUSD,M15,5.4146852018469644,25.39573990728296,-3.1095658198953866,23,4,0,1904.6686101054563,1876.5007332060525,0,0,,17.777961348100234,0,1,-1
2021-01-02 00:00:00+00:00,1888.9934506010336,1885.069216601328,1879.7241715760813,1882.3799525392617,6318,17,XAUUSD,M15,5.627044494426757,22.74608176176936,-4.115002236701832,0,5,1,1897.5021329241815,1871.7792755548437,0,0,,13.124611621317172,0,1,-1
2021-01-02 00:15:00+00:00,1882.3799525392617,1883.1732962153617,1876.5007332060525,1877.3937184012543,5885,19,XAUUSD,M15,5.943854033271626,21.31939922110851,-4.682785992580022,0,5,1,1889.6253448273696,1871.7792755548437,0,0,,13.289941046484273,0,1,-1
2021-01-02 00:30:00+00:00,1877.3937184012543,1881.7602466026065,1871.7792755548437,1879.3925895348711,3005,16,XAUUSD,M15,6.128865222863624,27.635001613901835,-4.18876963066472,0,5,1,1885.069216601328,1870.7160565084844,0,0,,9.719323765975332,0,1,-1
2021-01-02 00:45:00+00:00,1879.3925895348711,1877.4204123730128,1873.4539724493864,1874.8651942580711,1133,14,XAUUSD,M15,6.006123164715193,21.24833961725436,-5.017164022643737,0,5,1,1883.4860208768455,1870.7160565084844,0,0,,11.044190094122087,0,1,-1
2021-01-02 01:00:00+00:00,1874.8651942580711,1875.1687716516956,1870.7160565084844,1872.974381487874,5220,11,XAUUSD,M15,5.903434234772086,21.455809310617838,-5.369851565185069,1,5,1,1883.4860208768455,1870.7160565084844,0,0,,0.5156407714478064,0,1,-1
2021-01-02 01:15:00+00:00,1872.974381487874,1883.4860208768455,1876.904771601565,1879.4705229768044,5579,19,XAUUSD,M15,6.510688371012618,30.962306376835727,-3.830652514569647,1,5,1,1883.4860208768455,1870.7160565084844,0,0,1.9930796534156343,,0,1,-1
2021-01-02 01:30:00+00:00,1879.4705229768044,1880.2950914140715,1877.1618513051112,1877.6892031214973,8184,19,XAUUSD,M15,6.164317437424837,26.75353371996897,-4.269683375504658,1,5,1,1883.4860208768455,1870.7160565084844,0,0,,6.408080140177162,0,0,-1
2021-01-02 01:45:00+00:00,1877.6892031214973,1881.7156005083168,1877.0779407366683,1881.3767809638327,4542,14,XAUUSD,M15,5.967964800965676,28.727432821093174,-3.758171548346255,1,5,1,1883.4860208768455,1870.9182453505337,0,0,,4.322805959857533,0,1,-1
2021-01-02 02:00:00+00:00,1881.3767809638327,1876.8000917247855,1875.972285454214,1876.7086925637832,1873,12,XAUUSD,M15,6.06195738789071,22.018182079258423,-4.45423507378415,2,5,1,1881.7156005083168,1870.5272171897493,0,0,,10.797355157783159,0,1,-1
2021-01-02 02:15:00+00:00,1876.7086925637832,1877.7228638399372,1870.9182453505337,1875.681504774445,8923,13,XAUUSD,M15,6.438796950390318,21.807413828432942,-4.279561601447148,2,5,1,1881.7156005083168,1865.858099760149,0,0,,6.2728745350361805,0,1,-1
2021-01-02 02:30:00+00:00,1875.681504774445,1873.1564623942504,1870.5272171897493,1870.9313944998923,4722,13,XAUUSD,M15,6.530612607396473,20.825630661605217,-4.905097101326968,2,5,1,1877.7228638399372,1865.858099760149,0,0,,11.864764079788301,0,1,-1
2021-01-02 02:45:00+00:00,1870.9313944998923,1870.185983680661,1865.858099760149,1869.2362291203897,7496,19,XAUUSD,M15,6.774659823433272,20.374052068641973,-4.910095090699509,2,5,1,1877.7228638399372,1863.2898166938835,0,0,,0.671926105024113,0,1,-1
2021-01-02 03:00:00+00:00,1869.2362291203897,1874.087961156314,1872.4845362892263,1873.4377698076764,1388,10,XAUUSD,M15,6.379834350213059,29.489339432693058,-4.544048954550293,3,5,1,1874.087961156314,1861.2131916997532,0,0,,6.896166986777416,0,1,-1
2021-01-02 03:15:00+00:00,1873.4377698076764,1866.3231421205376,1863.2898166938835,1864.801167691715,1324,16,XAUUSD,M15,6.573790432391369,28.763999871688313,-5.710250948108861,3,5,1,1874.087961156314,1861.2131916997532,0,0,,12.87476945656067,0,1,-1
2021-01-02 03:30:00+00:00,1864.801167691715,1867.443273254652,1861.2131916997532,1866.973285909444,1209,17,XAUUSD,M15,6.356704898816117,35.33233866019195,-5.550980548175675,3,5,1,1874.087961156314,1861.2131916997532,0,0,,0.8561795013852134,0,1,-1
2021-01-02 03:45:00+00:00,1866.973285909444,1868.74937890485,1865.4669626191524,1868.161963921105,8105,17,XAUUSD,M15,6.114551561415283,40.52601646011444,-5.495446506300184,3,5,1,1868.74937890485,1856.1515281837403,0,0,,2.6278527355964343,0,1,-1
2021-01-02 04:00:00+00:00,1868.161963921105,1865.217652156444,1864.8154205190556,1865.1912141426217,3167,11,XAUUSD,M15,5.640663872435766,35.711029758850714,-6.447842969896795,4,5,1,1868.74937890485,1856.1468966028465,0,0,,12.59785072110958,0,1,-1
2021-01-02 04:15:00+00:00,1865.1912141426217,1859.949313405162,1856.1515281837403,1857.9609248706793,8121,14,XAUUSD,M15,5.862168791964093,33.868858135043325,-7.333772312930264,4,5,1,1868.74937890485,1853.886675539006,0,0,,9.070755553597564,0,1,1
